"State","sex","Urban_Rural","Disablity_Type","dis_ill_lit","ill_lit"
"ODISHA","P","Rural","Any Other",0.419606451523122,0.388688263002465
"ODISHA","P","Rural","In Speech",0.462444325672546,0.388688263002465
"ODISHA","P","Rural","In Hearing",0.47511452055887,0.388688263002465
"ODISHA","P","Rural","Multiple disability",0.676933497317434,0.388688263002465
"ODISHA","P","Rural","In Movement",0.447784242530294,0.388688263002465
"ODISHA","P","Total","Total disabled population",0.46834061661746,0.362880447230726
"ODISHA","P","Total","Mental Illness",0.480309078600275,0.362880447230726
"ODISHA","P","Total","Mental Retardation",0.514772303484855,0.362880447230726
"ODISHA","P","Total","In Seeing",0.476157983919575,0.362880447230726
"ODISHA","P","Total","Any Other",0.39704189587057,0.362880447230726
"ODISHA","P","Total","In Speech",0.426025657865931,0.362880447230726
"ODISHA","P","Total","In Hearing",0.442932337781365,0.362880447230726
"ODISHA","P","Total","Multiple disability",0.662203277025956,0.362880447230726
"ODISHA","P","Total","In Movement",0.433191355103329,0.362880447230726
"ODISHA","P","Urban","Total disabled population",0.326095447264,0.234017204728502
"ODISHA","P","Urban","Mental Illness",0.429055258467023,0.234017204728502
"ODISHA","P","Urban","Mental Retardation",0.449119190404798,0.234017204728502
"ODISHA","P","Urban","In Seeing",0.301926840697963,0.234017204728502
"ODISHA","P","Urban","Any Other",0.285841648664404,0.234017204728502
"ODISHA","P","Urban","In Speech",0.260999434891418,0.234017204728502
"ODISHA","P","Urban","In Hearing",0.269556110529284,0.234017204728502
"ODISHA","P","Urban","Multiple disability",0.544195344852206,0.234017204728502
"ODISHA","P","Urban","In Movement",0.326647289916637,0.234017204728502
"PUDUCHERRY","F","Rural","In Movement",0.481697171381032,0.348993724194056
"PUDUCHERRY","F","Rural","Total disabled population",0.5262710061689,0.348993724194056
"PUDUCHERRY","F","Rural","Mental Illness",0.598290598290598,0.348993724194056
"PUDUCHERRY","F","Rural","Mental Retardation",0.63986013986014,0.348993724194056
"PUDUCHERRY","F","Rural","In Seeing",0.565731166912851,0.348993724194056
"PUDUCHERRY","F","Rural","Any Other",0.412921348314607,0.348993724194056
"PUDUCHERRY","F","Rural","In Speech",0.566176470588235,0.348993724194056
"PUDUCHERRY","F","Rural","In Hearing",0.525198938992042,0.348993724194056
"PUDUCHERRY","F","Rural","Multiple disability",0.713815789473684,0.348993724194056
"PUDUCHERRY","F","Total","In Movement",0.405013927576602,0.276203020889397
"PUDUCHERRY","F","Total","Total disabled population",0.459901563404748,0.276203020889397
"PUDUCHERRY","F","Total","Mental Illness",0.518610421836228,0.276203020889397
"PUDUCHERRY","F","Total","Mental Retardation",0.678095238095238,0.276203020889397
"PUDUCHERRY","F","Total","In Seeing",0.497453310696095,0.276203020889397
"PUDUCHERRY","F","Total","Any Other",0.337281153450051,0.276203020889397
"PUDUCHERRY","F","Total","In Speech",0.451501154734411,0.276203020889397
"PUDUCHERRY","F","Total","In Hearing",0.431882242405262,0.276203020889397
"PUDUCHERRY","F","Total","Multiple disability",0.671641791044776,0.276203020889397
"PUDUCHERRY","F","Urban","In Movement",0.36641541038526,0.242698477992596
"PUDUCHERRY","F","Urban","Total disabled population",0.425671969281404,0.242698477992596
"PUDUCHERRY","F","Urban","Mental Illness",0.486013986013986,0.242698477992596
"PUDUCHERRY","F","Urban","Mental Retardation",0.692408376963351,0.242698477992596
"PUDUCHERRY","F","Urban","In Seeing",0.455045871559633,0.242698477992596
"PUDUCHERRY","F","Urban","Any Other",0.29349593495935,0.242698477992596
"PUDUCHERRY","F","Urban","In Speech",0.398989898989899,0.242698477992596
"PUDUCHERRY","F","Urban","In Hearing",0.380698351115422,0.242698477992596
"PUDUCHERRY","F","Urban","Multiple disability",0.653352353780314,0.242698477992596
"PUDUCHERRY","M","Rural","Total disabled population",0.327891156462585,0.227888172307819
"PUDUCHERRY","M","Rural","In Speech",0.365781710914454,0.227888172307819
"PUDUCHERRY","M","Rural","In Hearing",0.271402550091075,0.227888172307819
"PUDUCHERRY","M","Rural","In Seeing",0.361607142857143,0.227888172307819
"PUDUCHERRY","M","Rural","In Movement",0.255732801595214,0.227888172307819
"PUDUCHERRY","M","Rural","Any Other",0.289598108747045,0.227888172307819
"PUDUCHERRY","M","Rural","Mental Illness",0.304347826086957,0.227888172307819
"PUDUCHERRY","M","Rural","Mental Retardation",0.619834710743802,0.227888172307819
"PUDUCHERRY","M","Rural","Multiple disability",0.569377990430622,0.227888172307819
"PUDUCHERRY","M","Total","Total disabled population",0.292493739693398,0.187968869130514
"PUDUCHERRY","M","Total","In Speech",0.346555323590814,0.187968869130514
"PUDUCHERRY","M","Total","In Hearing",0.21122000675904,0.187968869130514
"PUDUCHERRY","M","Total","In Seeing",0.284084736556219,0.187968869130514
"PUDUCHERRY","M","Total","In Movement",0.211749633967789,0.187968869130514
"PUDUCHERRY","M","Total","Any Other",0.232346241457859,0.187968869130514
"PUDUCHERRY","M","Total","Mental Illness",0.337777777777778,0.187968869130514
"PUDUCHERRY","M","Total","Mental Retardation",0.662256809338521,0.187968869130514
"PUDUCHERRY","M","Total","Multiple disability",0.523341523341523,0.187968869130514
"PUDUCHERRY","M","Urban","Total disabled population",0.272657962451158,0.169337458453463
"PUDUCHERRY","M","Urban","In Speech",0.336025848142165,0.169337458453463
"PUDUCHERRY","M","Urban","In Hearing",0.175711982804944,0.169337458453463
"PUDUCHERRY","M","Urban","In Seeing",0.239520958083832,0.169337458453463
"PUDUCHERRY","M","Urban","In Movement",0.186234817813765,0.169337458453463
"PUDUCHERRY","M","Urban","Any Other",0.19644180874722,0.169337458453463
"PUDUCHERRY","M","Urban","Mental Illness",0.352564102564103,0.169337458453463
"PUDUCHERRY","M","Urban","Mental Retardation",0.678958785249458,0.169337458453463
"PUDUCHERRY","M","Urban","Multiple disability",0.499377334993773,0.169337458453463
"PUDUCHERRY","P","Rural","Total disabled population",0.416028730743786,0.289266194331984
"PUDUCHERRY","P","Rural","Mental Illness",0.43921568627451,0.289266194331984
"PUDUCHERRY","P","Rural","Mental Retardation",0.628659476117103,0.289266194331984
"PUDUCHERRY","P","Rural","In Seeing",0.464047442550037,0.289266194331984
"PUDUCHERRY","P","Rural","Any Other",0.345956354300385,0.289266194331984
"PUDUCHERRY","P","Rural","In Speech",0.454991816693944,0.289266194331984
"PUDUCHERRY","P","Rural","In Hearing",0.400179452669358,0.289266194331984
"PUDUCHERRY","P","Rural","Multiple disability",0.630193905817174,0.289266194331984
"PUDUCHERRY","P","Rural","In Movement",0.340399002493766,0.289266194331984
"PUDUCHERRY","P","Total","Total disabled population",0.369107953227997,0.232896591458172
"PUDUCHERRY","P","Total","Mental Illness",0.423212192262603,0.232896591458172
"PUDUCHERRY","P","Total","Mental Retardation",0.669379014989293,0.232896591458172
"PUDUCHERRY","P","Total","In Seeing",0.388580931263858,0.232896591458172
"PUDUCHERRY","P","Total","Any Other",0.281605027797921,0.232896591458172
"PUDUCHERRY","P","Total","In Speech",0.396381578947368,0.232896591458172
"PUDUCHERRY","P","Total","In Hearing",0.325747724317295,0.232896591458172
"PUDUCHERRY","P","Total","Multiple disability",0.590296495956873,0.232896591458172
"PUDUCHERRY","P","Total","In Movement",0.288380826154186,0.232896591458172
"PUDUCHERRY","P","Urban","Total disabled population",0.343788249694002,0.206772652808023
"PUDUCHERRY","P","Urban","Mental Illness",0.416387959866221,0.206772652808023
"PUDUCHERRY","P","Urban","Mental Retardation",0.685053380782918,0.206772652808023
"PUDUCHERRY","P","Urban","In Seeing",0.343514829570606,0.206772652808023
"PUDUCHERRY","P","Urban","Any Other",0.242729740209383,0.206772652808023
"PUDUCHERRY","P","Urban","In Speech",0.366859027205276,0.206772652808023
"PUDUCHERRY","P","Urban","In Hearing",0.283456538363497,0.206772652808023
"PUDUCHERRY","P","Urban","Multiple disability",0.571143617021277,0.206772652808023
"PUDUCHERRY","P","Urban","In Movement",0.259835785152241,0.206772652808023
"PUNJAB","F","Rural","In Movement",0.478511994967546,0.413523626313159
"PUNJAB","F","Rural","Total disabled population",0.544167262489946,0.413523626313159
"PUNJAB","F","Rural","Mental Illness",0.717939854821984,0.413523626313159
"PUNJAB","F","Rural","Mental Retardation",0.727637076831244,0.413523626313159
"PUNJAB","F","Rural","In Seeing",0.606728263444681,0.413523626313159
"PUNJAB","F","Rural","Any Other",0.466582177161153,0.413523626313159
"PUNJAB","F","Rural","In Speech",0.577209163939304,0.413523626313159
"PUNJAB","F","Rural","In Hearing",0.497959078889944,0.413523626313159
"PUNJAB","F","Rural","Multiple disability",0.792443897358205,0.413523626313159
"PUNJAB","F","Total","In Movement",0.443310657596372,0.368806382662591
"PUNJAB","F","Total","Total disabled population",0.487220959375182,0.368806382662591
"PUNJAB","F","Total","Mental Illness",0.661433365292426,0.368806382662591
"PUNJAB","F","Total","Mental Retardation",0.691227872364415,0.368806382662591
"PUNJAB","F","Total","In Seeing",0.539798865946293,0.368806382662591
"PUNJAB","F","Total","Any Other",0.419502901186455,0.368806382662591
"PUNJAB","F","Total","In Speech",0.510144362075693,0.368806382662591
"PUNJAB","F","Total","In Hearing",0.423654964304114,0.368806382662591
"PUNJAB","F","Total","Multiple disability",0.743942109805484,0.368806382662591
"PUNJAB","F","Urban","In Movement",0.352367585137032,0.29278385183088
"PUNJAB","F","Urban","Total disabled population",0.380456182975871,0.29278385183088
"PUNJAB","F","Urban","Mental Illness",0.533620015637217,0.29278385183088
"PUNJAB","F","Urban","Mental Retardation",0.62019630677092,0.29278385183088
"PUNJAB","F","Urban","In Seeing",0.399270436080252,0.29278385183088
"PUNJAB","F","Urban","Any Other",0.332387064922241,0.29278385183088
"PUNJAB","F","Urban","In Speech",0.382436260623229,0.29278385183088
"PUNJAB","F","Urban","In Hearing",0.323787178248568,0.29278385183088
"PUNJAB","F","Urban","Multiple disability",0.630164371390493,0.29278385183088
"PUNJAB","M","Rural","Total disabled population",0.438920923717314,0.322722466084476
"PUNJAB","M","Rural","In Speech",0.511833046471601,0.322722466084476
"PUNJAB","M","Rural","In Hearing",0.391876200259033,0.322722466084476
"PUNJAB","M","Rural","In Seeing",0.469553269211435,0.322722466084476
"PUNJAB","M","Rural","In Movement",0.340735414611307,0.322722466084476
"PUNJAB","M","Rural","Any Other",0.380988878634778,0.322722466084476
"PUNJAB","M","Rural","Mental Illness",0.562473302007689,0.322722466084476
"PUNJAB","M","Rural","Mental Retardation",0.702075098814229,0.322722466084476
"PUNJAB","M","Rural","Multiple disability",0.696724374143729,0.322722466084476
"PUNJAB","M","Total","Total disabled population",0.395180094374669,0.287128593838641
"PUNJAB","M","Total","In Speech",0.454221165279429,0.287128593838641
"PUNJAB","M","Total","In Hearing",0.327712954380975,0.287128593838641
"PUNJAB","M","Total","In Seeing",0.413737698332999,0.287128593838641
"PUNJAB","M","Total","In Movement",0.320050531066794,0.287128593838641
"PUNJAB","M","Total","Any Other",0.34186348300026,0.287128593838641
"PUNJAB","M","Total","Mental Illness",0.521390177453796,0.287128593838641
"PUNJAB","M","Total","Mental Retardation",0.661129811210303,0.287128593838641
"PUNJAB","M","Total","Multiple disability",0.653426451331296,0.287128593838641
"PUNJAB","M","Urban","Total disabled population",0.309483713024902,0.228767132426696
"PUNJAB","M","Urban","In Speech",0.347130573885223,0.228767132426696
"PUNJAB","M","Urban","In Hearing",0.243150180994143,0.228767132426696
"PUNJAB","M","Urban","In Seeing",0.302497996259685,0.228767132426696
"PUNJAB","M","Urban","In Movement",0.26312640927707,0.228767132426696
"PUNJAB","M","Urban","Any Other",0.264647774279188,0.228767132426696
"PUNJAB","M","Urban","Mental Illness",0.430163623428978,0.228767132426696
"PUNJAB","M","Urban","Mental Retardation",0.579311101360246,0.228767132426696
"PUNJAB","M","Urban","Multiple disability",0.55195563339171,0.228767132426696
"PUNJAB","P","Rural","Total disabled population",0.482706773906436,0.365917017062542
"PUNJAB","P","Rural","Mental Illness",0.621848184818482,0.365917017062542
"PUNJAB","P","Rural","Mental Retardation",0.7120862972982,0.365917017062542
"PUNJAB","P","Rural","In Seeing",0.532529683676244,0.365917017062542
"PUNJAB","P","Rural","Any Other",0.416336874581065,0.365917017062542
"PUNJAB","P","Rural","In Speech",0.539268323136471,0.365917017062542
"PUNJAB","P","Rural","In Hearing",0.441225294082522,0.365917017062542
"PUNJAB","P","Rural","Multiple disability",0.734700777640032,0.365917017062542
"PUNJAB","P","Rural","In Movement",0.391575926394868,0.365917017062542
"PUNJAB","P","Total","Total disabled population",0.433809892930803,0.325707058033175
"PUNJAB","P","Total","Mental Illness",0.574686431014823,0.325707058033175
"PUNJAB","P","Total","Mental Retardation",0.672975371644109,0.325707058033175
"PUNJAB","P","Total","In Seeing",0.471076290465821,0.325707058033175
"PUNJAB","P","Total","Any Other",0.374344079658469,0.325707058033175
"PUNJAB","P","Total","In Speech",0.477575461322253,0.325707058033175
"PUNJAB","P","Total","In Hearing",0.372143753067568,0.325707058033175
"PUNJAB","P","Total","Multiple disability",0.689331893713955,0.325707058033175
"PUNJAB","P","Total","In Movement",0.366029959090769,0.325707058033175
"PUNJAB","P","Urban","Total disabled population",0.339772067039106,0.258642969336136
"PUNJAB","P","Urban","Mental Illness",0.469225092250923,0.258642969336136
"PUNJAB","P","Urban","Mental Retardation",0.595557612216566,0.258642969336136
"PUNJAB","P","Urban","In Seeing",0.345675815639565,0.258642969336136
"PUNJAB","P","Urban","Any Other",0.2936860670194,0.258642969336136
"PUNJAB","P","Urban","In Speech",0.361739538154964,0.258642969336136
"PUNJAB","P","Urban","In Hearing",0.280268737790061,0.258642969336136
"PUNJAB","P","Urban","Multiple disability",0.582966355469438,0.258642969336136
"PUNJAB","P","Urban","In Movement",0.297380061245322,0.258642969336136
"RAJASTHAN","F","Rural","In Movement",0.795628280892985,0.61513540281122
"RAJASTHAN","F","Rural","Total disabled population",0.80823010685204,0.61513540281122
"RAJASTHAN","F","Rural","Mental Illness",0.839304747068951,0.61513540281122
"RAJASTHAN","F","Rural","Mental Retardation",0.743342854510274,0.61513540281122
"RAJASTHAN","F","Rural","In Seeing",0.841865291748037,0.61513540281122
"RAJASTHAN","F","Rural","Any Other",0.679419688477379,0.61513540281122
"RAJASTHAN","F","Rural","In Speech",0.645434543454345,0.61513540281122
"RAJASTHAN","F","Rural","In Hearing",0.797470446167535,0.61513540281122
"RAJASTHAN","F","Rural","Multiple disability",0.927849645019382,0.61513540281122
"RAJASTHAN","F","Total","In Movement",0.752574940289295,0.557939343173289
"RAJASTHAN","F","Total","Total disabled population",0.749591491276993,0.557939343173289
"RAJASTHAN","F","Total","Mental Illness",0.800303528519034,0.557939343173289
"RAJASTHAN","F","Total","Mental Retardation",0.721236484613252,0.557939343173289
"RAJASTHAN","F","Total","In Seeing",0.764356073505114,0.557939343173289
"RAJASTHAN","F","Total","Any Other",0.620422551543403,0.557939343173289
"RAJASTHAN","F","Total","In Speech",0.562962420335507,0.557939343173289
"RAJASTHAN","F","Total","In Hearing",0.718388629180309,0.557939343173289
"RAJASTHAN","F","Total","Multiple disability",0.905743008796444,0.557939343173289
"RAJASTHAN","F","Urban","In Movement",0.543554773427189,0.38324428496216
"RAJASTHAN","F","Urban","Total disabled population",0.53106583154946,0.38324428496216
"RAJASTHAN","F","Urban","Mental Illness",0.668786286978159,0.38324428496216
"RAJASTHAN","F","Urban","Mental Retardation",0.654125874125874,0.38324428496216
"RAJASTHAN","F","Urban","In Seeing",0.502251941090326,0.38324428496216
"RAJASTHAN","F","Urban","Any Other",0.444439312765564,0.38324428496216
"RAJASTHAN","F","Urban","In Speech",0.398596798947599,0.38324428496216
"RAJASTHAN","F","Urban","In Hearing",0.488001777514442,0.38324428496216
"RAJASTHAN","F","Urban","Multiple disability",0.768549804027571,0.38324428496216
"RAJASTHAN","M","Rural","Total disabled population",0.515863142711044,0.365484966132289
"RAJASTHAN","M","Rural","In Speech",0.423210375610578,0.365484966132289
"RAJASTHAN","M","Rural","In Hearing",0.512524202092035,0.365484966132289
"RAJASTHAN","M","Rural","In Seeing",0.563051615783509,0.365484966132289
"RAJASTHAN","M","Rural","In Movement",0.438881588030456,0.365484966132289
"RAJASTHAN","M","Rural","Any Other",0.406778268219384,0.365484966132289
"RAJASTHAN","M","Rural","Mental Illness",0.540170132325142,0.365484966132289
"RAJASTHAN","M","Rural","Mental Retardation",0.591344457327217,0.365484966132289
"RAJASTHAN","M","Rural","Multiple disability",0.726621504096672,0.365484966132289
"RAJASTHAN","M","Total","Total disabled population",0.47094438556762,0.333677983770751
"RAJASTHAN","M","Total","In Speech",0.378265610924091,0.333677983770751
"RAJASTHAN","M","Total","In Hearing",0.446876739193809,0.333677983770751
"RAJASTHAN","M","Total","In Seeing",0.491810002307042,0.333677983770751
"RAJASTHAN","M","Total","In Movement",0.403693854776415,0.333677983770751
"RAJASTHAN","M","Total","Any Other",0.375804262370216,0.333677983770751
"RAJASTHAN","M","Total","Mental Illness",0.522965957278168,0.333677983770751
"RAJASTHAN","M","Total","Mental Retardation",0.576837416481069,0.333677983770751
"RAJASTHAN","M","Total","Multiple disability",0.695704137146354,0.333677983770751
"RAJASTHAN","M","Urban","Total disabled population",0.318588469184891,0.238564076661896
"RAJASTHAN","M","Urban","In Speech",0.271505161238697,0.238564076661896
"RAJASTHAN","M","Urban","In Hearing",0.273408842267842,0.238564076661896
"RAJASTHAN","M","Urban","In Seeing",0.282096643752527,0.238564076661896
"RAJASTHAN","M","Urban","In Movement",0.252407334124786,0.238564076661896
"RAJASTHAN","M","Urban","Any Other",0.282485675885973,0.238564076661896
"RAJASTHAN","M","Urban","Mental Illness",0.470027468088544,0.238564076661896
"RAJASTHAN","M","Urban","Mental Retardation",0.53207869974337,0.238564076661896
"RAJASTHAN","M","Urban","Multiple disability",0.538631474914249,0.238564076661896
"RAJASTHAN","P","Rural","Total disabled population",0.651125423028152,0.485988251109429
"RAJASTHAN","P","Rural","Mental Illness",0.656957203674658,0.485988251109429
"RAJASTHAN","P","Rural","Mental Retardation",0.645096122515477,0.485988251109429
"RAJASTHAN","P","Rural","In Seeing",0.705905994750041,0.485988251109429
"RAJASTHAN","P","Rural","Any Other",0.524350671028911,0.485988251109429
"RAJASTHAN","P","Rural","In Speech",0.507615167659041,0.485988251109429
"RAJASTHAN","P","Rural","In Hearing",0.651939474224304,0.485988251109429
"RAJASTHAN","P","Rural","Multiple disability",0.829732625094853,0.485988251109429
"RAJASTHAN","P","Rural","In Movement",0.596327444751697,0.485988251109429
"RAJASTHAN","P","Total","Total disabled population",0.598428464904259,0.441631586727499
"RAJASTHAN","P","Total","Mental Illness",0.629814602772432,0.441631586727499
"RAJASTHAN","P","Total","Mental Retardation",0.628033272309526,0.441631586727499
"RAJASTHAN","P","Total","In Seeing",0.629178877241607,0.441631586727499
"RAJASTHAN","P","Total","Any Other",0.481441791523115,0.441631586727499
"RAJASTHAN","P","Total","In Speech",0.450837602901387,0.441631586727499
"RAJASTHAN","P","Total","In Hearing",0.577965304080448,0.441631586727499
"RAJASTHAN","P","Total","Multiple disability",0.801740340777283,0.441631586727499
"RAJASTHAN","P","Total","In Movement",0.555793188008349,0.441631586727499
"RAJASTHAN","P","Urban","Total disabled population",0.411938184309218,0.307635080421056
"RAJASTHAN","P","Urban","Mental Illness",0.543340811747909,0.307635080421056
"RAJASTHAN","P","Urban","Mental Retardation",0.575690939077415,0.307635080421056
"RAJASTHAN","P","Urban","In Seeing",0.387267519370636,0.307635080421056
"RAJASTHAN","P","Urban","Any Other",0.352722028602331,0.307635080421056
"RAJASTHAN","P","Urban","In Speech",0.325130672093991,0.307635080421056
"RAJASTHAN","P","Urban","In Hearing",0.373179298233532,0.307635080421056
"RAJASTHAN","P","Urban","Multiple disability",0.644957654926716,0.307635080421056
"RAJASTHAN","P","Urban","In Movement",0.372251254721374,0.307635080421056
"SIKKIM","F","Rural","In Movement",0.627747252747253,0.357218886845127
"SIKKIM","F","Rural","Total disabled population",0.659280536178361,0.357218886845127
"SIKKIM","F","Rural","Mental Illness",0.551282051282051,0.357218886845127
"SIKKIM","F","Rural","Mental Retardation",0.6,0.357218886845127
"SIKKIM","F","Rural","In Seeing",0.587798845836768,0.357218886845127
"SIKKIM","F","Rural","Any Other",0.51875,0.357218886845127
"SIKKIM","F","Rural","In Speech",0.76875,0.357218886845127
"SIKKIM","F","Rural","In Hearing",0.618886198547215,0.357218886845127
"SIKKIM","F","Rural","Multiple disability",0.890282131661442,0.357218886845127
"SIKKIM","F","Total","In Movement",0.605418138987044,0.326336402244119
"SIKKIM","F","Total","Total disabled population",0.637131303520457,0.326336402244119
"SIKKIM","F","Total","Mental Illness",0.542635658914729,0.326336402244119
"SIKKIM","F","Total","Mental Retardation",0.574380165289256,0.326336402244119
"SIKKIM","F","Total","In Seeing",0.56920799407846,0.326336402244119
"SIKKIM","F","Total","Any Other",0.4910790144435,0.326336402244119
"SIKKIM","F","Total","In Speech",0.743083003952569,0.326336402244119
"SIKKIM","F","Total","In Hearing",0.598896434634975,0.326336402244119
"SIKKIM","F","Total","Multiple disability",0.877118644067797,0.326336402244119
"SIKKIM","F","Urban","In Movement",0.471074380165289,0.23609576427256
"SIKKIM","F","Urban","Total disabled population",0.489516864175023,0.23609576427256
"SIKKIM","F","Urban","Mental Illness",0.458333333333333,0.23609576427256
"SIKKIM","F","Urban","Mental Retardation",0.468085106382979,0.23609576427256
"SIKKIM","F","Urban","In Seeing",0.405797101449275,0.23609576427256
"SIKKIM","F","Urban","Any Other",0.368663594470046,0.23609576427256
"SIKKIM","F","Urban","In Speech",0.605042016806723,0.23609576427256
"SIKKIM","F","Urban","In Hearing",0.457044673539519,0.23609576427256
"SIKKIM","F","Urban","Multiple disability",0.757142857142857,0.23609576427256
"SIKKIM","M","Rural","Total disabled population",0.487131492746841,0.241156192209953
"SIKKIM","M","Rural","In Speech",0.705293276108727,0.241156192209953
"SIKKIM","M","Rural","In Hearing",0.418498862774829,0.241156192209953
"SIKKIM","M","Rural","In Seeing",0.417781274586939,0.241156192209953
"SIKKIM","M","Rural","In Movement",0.395676691729323,0.241156192209953
"SIKKIM","M","Rural","Any Other",0.355597365945437,0.241156192209953
"SIKKIM","M","Rural","Mental Illness",0.440191387559809,0.241156192209953
"SIKKIM","M","Rural","Mental Retardation",0.461538461538462,0.241156192209953
"SIKKIM","M","Rural","Multiple disability",0.754157628344179,0.241156192209953
"SIKKIM","M","Total","Total disabled population",0.465691788526434,0.222245952889467
"SIKKIM","M","Total","In Speech",0.666259168704156,0.222245952889467
"SIKKIM","M","Total","In Hearing",0.402075661198527,0.222245952889467
"SIKKIM","M","Total","In Seeing",0.399014778325123,0.222245952889467
"SIKKIM","M","Total","In Movement",0.376026272577997,0.222245952889467
"SIKKIM","M","Total","Any Other",0.329173166926677,0.222245952889467
"SIKKIM","M","Total","Mental Illness",0.419607843137255,0.222245952889467
"SIKKIM","M","Total","Mental Retardation",0.445255474452555,0.222245952889467
"SIKKIM","M","Total","Multiple disability",0.742782152230971,0.222245952889467
"SIKKIM","M","Urban","Total disabled population",0.316815597075548,0.165049269368281
"SIKKIM","M","Urban","In Speech",0.436974789915966,0.165049269368281
"SIKKIM","M","Urban","In Hearing",0.277936962750716,0.165049269368281
"SIKKIM","M","Urban","In Seeing",0.24,0.165049269368281
"SIKKIM","M","Urban","In Movement",0.24025974025974,0.165049269368281
"SIKKIM","M","Urban","Any Other",0.200913242009132,0.165049269368281
"SIKKIM","M","Urban","Mental Illness",0.326086956521739,0.165049269368281
"SIKKIM","M","Urban","Mental Retardation",0.377358490566038,0.165049269368281
"SIKKIM","M","Urban","Multiple disability",0.631205673758865,0.165049269368281
"SIKKIM","P","Rural","Total disabled population",0.566492212623747,0.295556445418918
"SIKKIM","P","Rural","Mental Illness",0.498871331828442,0.295556445418918
"SIKKIM","P","Rural","Mental Retardation",0.526442307692308,0.295556445418918
"SIKKIM","P","Rural","In Seeing",0.500805152979066,0.295556445418918
"SIKKIM","P","Rural","Any Other",0.433020266930302,0.295556445418918
"SIKKIM","P","Rural","In Speech",0.73562359970127,0.295556445418918
"SIKKIM","P","Rural","In Hearing",0.506485222198597,0.295556445418918
"SIKKIM","P","Rural","Multiple disability",0.819481007897706,0.295556445418918
"SIKKIM","P","Rural","In Movement",0.489955357142857,0.295556445418918
"SIKKIM","P","Total","Total disabled population",0.544949689338538,0.271259808345221
"SIKKIM","P","Total","Mental Illness",0.481481481481481,0.271259808345221
"SIKKIM","P","Total","Mental Retardation",0.505813953488372,0.271259808345221
"SIKKIM","P","Total","In Seeing",0.481962481962482,0.271259808345221
"SIKKIM","P","Total","Any Other",0.406669377795852,0.271259808345221
"SIKKIM","P","Total","In Speech",0.703233988585923,0.271259808345221
"SIKKIM","P","Total","In Hearing",0.488863934119409,0.271259808345221
"SIKKIM","P","Total","Multiple disability",0.807482993197279,0.271259808345221
"SIKKIM","P","Total","In Movement",0.470246734397678,0.271259808345221
"SIKKIM","P","Urban","Total disabled population",0.39819587628866,0.198960788654625
"SIKKIM","P","Urban","Mental Illness",0.371428571428571,0.198960788654625
"SIKKIM","P","Urban","Mental Retardation",0.42,0.198960788654625
"SIKKIM","P","Urban","In Seeing",0.319444444444444,0.198960788654625
"SIKKIM","P","Urban","Any Other",0.284403669724771,0.198960788654625
"SIKKIM","P","Urban","In Speech",0.521008403361345,0.198960788654625
"SIKKIM","P","Urban","In Hearing",0.359375,0.198960788654625
"SIKKIM","P","Urban","Multiple disability",0.693950177935943,0.198960788654625
"SIKKIM","P","Urban","In Movement",0.341818181818182,0.198960788654625
"TAMIL NADU","F","Rural","In Movement",0.476549302772349,0.415846397878227
"TAMIL NADU","F","Rural","Total disabled population",0.559310874175606,0.415846397878227
"TAMIL NADU","F","Rural","Mental Illness",0.642951409718056,0.415846397878227
"TAMIL NADU","F","Rural","Mental Retardation",0.724754207632061,0.415846397878227
"TAMIL NADU","F","Rural","In Seeing",0.629772008161576,0.415846397878227
"TAMIL NADU","F","Rural","Any Other",0.450330995350303,0.415846397878227
"TAMIL NADU","F","Rural","In Speech",0.623119405827461,0.415846397878227
"TAMIL NADU","F","Rural","In Hearing",0.524516536134516,0.415846397878227
"TAMIL NADU","F","Rural","Multiple disability",0.735903869008319,0.415846397878227
"TAMIL NADU","F","Total","In Movement",0.395991436250171,0.339138002927319
"TAMIL NADU","F","Total","Total disabled population",0.471392894391871,0.339138002927319
"TAMIL NADU","F","Total","Mental Illness",0.596709707019729,0.339138002927319
"TAMIL NADU","F","Total","Mental Retardation",0.69924210432734,0.339138002927319
"TAMIL NADU","F","Total","In Seeing",0.52766463854109,0.339138002927319
"TAMIL NADU","F","Total","Any Other",0.363131981872774,0.339138002927319
"TAMIL NADU","F","Total","In Speech",0.561478982145368,0.339138002927319
"TAMIL NADU","F","Total","In Hearing",0.410141171780142,0.339138002927319
"TAMIL NADU","F","Total","Multiple disability",0.670931989924433,0.339138002927319
"TAMIL NADU","F","Urban","In Movement",0.297491039426523,0.257631656273466
"TAMIL NADU","F","Urban","Total disabled population",0.373799697955953,0.257631656273466
"TAMIL NADU","F","Urban","Mental Illness",0.541028604449581,0.257631656273466
"TAMIL NADU","F","Urban","Mental Retardation",0.670065272285483,0.257631656273466
"TAMIL NADU","F","Urban","In Seeing",0.394056647577774,0.257631656273466
"TAMIL NADU","F","Urban","Any Other",0.284778529193074,0.257631656273466
"TAMIL NADU","F","Urban","In Speech",0.472563697548245,0.257631656273466
"TAMIL NADU","F","Urban","In Hearing",0.301026912181303,0.257631656273466
"TAMIL NADU","F","Urban","Multiple disability",0.584005653377304,0.257631656273466
"TAMIL NADU","M","Rural","Total disabled population",0.389587886266528,0.268387416607844
"TAMIL NADU","M","Rural","In Speech",0.517166233369017,0.268387416607844
"TAMIL NADU","M","Rural","In Hearing",0.328699826941328,0.268387416607844
