"State","sex","Urban_Rural","status","Disability_Type","dis_mar_count","dis_mar_total","dis_mar_perc","mar_count","mar_total","mar_perc"
"SIKKIM","P","Total","Married","Multiple Disability",884,2940,0.300680272108844,278114,610577,0.455493737890553
"SIKKIM","P","Total","Married","Total disabled population",8269,18187,0.454665420355199,278114,610577,0.455493737890553
"SIKKIM","P","Total","NeverMarried","In Hearing",1745,5343,0.326595545573648,305986,610577,0.501142362060805
"SIKKIM","P","Total","NeverMarried","In Seeing",731,2772,0.263708513708514,305986,610577,0.501142362060805
"SIKKIM","P","Total","NeverMarried","In Movement",690,2067,0.333817126269956,305986,610577,0.501142362060805
"SIKKIM","P","Total","NeverMarried","Total disabled population",7335,18187,0.403310056633859,305986,610577,0.501142362060805
"SIKKIM","P","Total","NeverMarried","Mental Retardation",290,516,0.562015503875969,305986,610577,0.501142362060805
"SIKKIM","P","Total","NeverMarried","In Speech",1021,1577,0.647431832593532,305986,610577,0.501142362060805
"SIKKIM","P","Total","NeverMarried","Multiple Disability",1615,2940,0.549319727891156,305986,610577,0.501142362060805
"SIKKIM","P","Total","NeverMarried","Any Other",966,2459,0.392842618950793,305986,610577,0.501142362060805
"SIKKIM","P","Total","NeverMarried","Mental Illness",277,513,0.539961013645224,305986,610577,0.501142362060805
"SIKKIM","P","Total","Seperated","Mental Illness",28,513,0.0545808966861598,4580,610577,0.00750110141718407
"SIKKIM","P","Total","Seperated","In Movement",44,2067,0.0212868892114175,4580,610577,0.00750110141718407
"SIKKIM","P","Total","Seperated","In Seeing",50,2772,0.018037518037518,4580,610577,0.00750110141718407
"SIKKIM","P","Total","Seperated","Any Other",30,2459,0.0122000813338756,4580,610577,0.00750110141718407
"SIKKIM","P","Total","Seperated","Multiple Disability",66,2940,0.0224489795918367,4580,610577,0.00750110141718407
"SIKKIM","P","Total","Seperated","In Speech",32,1577,0.020291693088142,4580,610577,0.00750110141718407
"SIKKIM","P","Total","Seperated","Total disabled population",356,18187,0.0195744212899324,4580,610577,0.00750110141718407
"SIKKIM","P","Total","Seperated","In Hearing",91,5343,0.0170316301703163,4580,610577,0.00750110141718407
"SIKKIM","P","Total","Seperated","Mental Retardation",15,516,0.0290697674418605,4580,610577,0.00750110141718407
"SIKKIM","P","Total","Widowed","Multiple Disability",358,2940,0.121768707482993,20327,610577,0.0332914603727294
"SIKKIM","P","Total","Widowed","Any Other",255,2459,0.103700691337942,20327,610577,0.0332914603727294
"SIKKIM","P","Total","Widowed","In Seeing",482,2772,0.173881673881674,20327,610577,0.0332914603727294
"SIKKIM","P","Total","Widowed","In Speech",60,1577,0.0380469245402663,20327,610577,0.0332914603727294
"SIKKIM","P","Total","Widowed","In Hearing",642,5343,0.120157215047726,20327,610577,0.0332914603727294
"SIKKIM","P","Total","Widowed","Total disabled population",2133,18187,0.117281574751196,20327,610577,0.0332914603727294
"SIKKIM","P","Total","Widowed","Mental Illness",33,513,0.064327485380117,20327,610577,0.0332914603727294
"SIKKIM","P","Total","Widowed","In Movement",274,2067,0.132559264634736,20327,610577,0.0332914603727294
"SIKKIM","P","Total","Widowed","Mental Retardation",29,516,0.0562015503875969,20327,610577,0.0332914603727294
"SIKKIM","P","Urban","Divorced","Any Other",4,436,0.00917431192660551,365,153578,0.00237664248785633
"SIKKIM","P","Urban","Divorced","Total disabled population",11,2328,0.00472508591065292,365,153578,0.00237664248785633
"SIKKIM","P","Urban","Divorced","In Hearing",2,640,0.003125,365,153578,0.00237664248785633
"SIKKIM","P","Urban","Divorced","Multiple Disability",0,281,0,365,153578,0.00237664248785633
"SIKKIM","P","Urban","Divorced","Mental Illness",0,70,0,365,153578,0.00237664248785633
"SIKKIM","P","Urban","Divorced","Mental Retardation",2,100,0.02,365,153578,0.00237664248785633
"SIKKIM","P","Urban","Divorced","In Speech",1,238,0.00420168067226891,365,153578,0.00237664248785633
"SIKKIM","P","Urban","Divorced","In Movement",2,275,0.00727272727272727,365,153578,0.00237664248785633
"SIKKIM","P","Urban","Divorced","In Seeing",0,288,0,365,153578,0.00237664248785633
"SIKKIM","P","Urban","Married","Multiple Disability",87,281,0.309608540925267,72902,153578,0.47469038534165
"SIKKIM","P","Urban","Married","In Seeing",159,288,0.552083333333333,72902,153578,0.47469038534165
"SIKKIM","P","Urban","Married","In Movement",151,275,0.549090909090909,72902,153578,0.47469038534165
"SIKKIM","P","Urban","Married","Any Other",218,436,0.5,72902,153578,0.47469038534165
"SIKKIM","P","Urban","Married","In Hearing",311,640,0.4859375,72902,153578,0.47469038534165
"SIKKIM","P","Urban","Married","In Speech",80,238,0.336134453781513,72902,153578,0.47469038534165
"SIKKIM","P","Urban","Married","Mental Retardation",33,100,0.33,72902,153578,0.47469038534165
"SIKKIM","P","Urban","Married","Mental Illness",21,70,0.3,72902,153578,0.47469038534165
"SIKKIM","P","Urban","Married","Total disabled population",1060,2328,0.4553264604811,72902,153578,0.47469038534165
"SIKKIM","P","Urban","NeverMarried","In Seeing",85,288,0.295138888888889,74938,153578,0.487947492479392
"SIKKIM","P","Urban","NeverMarried","Mental Illness",45,70,0.642857142857143,74938,153578,0.487947492479392
"SIKKIM","P","Urban","NeverMarried","In Speech",143,238,0.600840336134454,74938,153578,0.487947492479392
"SIKKIM","P","Urban","NeverMarried","Multiple Disability",150,281,0.533807829181495,74938,153578,0.487947492479392
"SIKKIM","P","Urban","NeverMarried","Any Other",173,436,0.396788990825688,74938,153578,0.487947492479392
"SIKKIM","P","Urban","NeverMarried","Mental Retardation",61,100,0.61,74938,153578,0.487947492479392
"SIKKIM","P","Urban","NeverMarried","Total disabled population",999,2328,0.429123711340206,74938,153578,0.487947492479392
"SIKKIM","P","Urban","NeverMarried","In Hearing",257,640,0.4015625,74938,153578,0.487947492479392
"SIKKIM","P","Urban","NeverMarried","In Movement",85,275,0.309090909090909,74938,153578,0.487947492479392
"SIKKIM","P","Urban","Seperated","Multiple Disability",3,281,0.0106761565836299,882,153578,0.00574301006654599
"SIKKIM","P","Urban","Seperated","In Movement",5,275,0.0181818181818182,882,153578,0.00574301006654599
"SIKKIM","P","Urban","Seperated","In Hearing",16,640,0.025,882,153578,0.00574301006654599
"SIKKIM","P","Urban","Seperated","In Seeing",3,288,0.0104166666666667,882,153578,0.00574301006654599
"SIKKIM","P","Urban","Seperated","In Speech",7,238,0.0294117647058824,882,153578,0.00574301006654599
"SIKKIM","P","Urban","Seperated","Mental Illness",1,70,0.0142857142857143,882,153578,0.00574301006654599
"SIKKIM","P","Urban","Seperated","Mental Retardation",0,100,0,882,153578,0.00574301006654599
"SIKKIM","P","Urban","Seperated","Any Other",5,436,0.0114678899082569,882,153578,0.00574301006654599
"SIKKIM","P","Urban","Seperated","Total disabled population",40,2328,0.0171821305841924,882,153578,0.00574301006654599
"SIKKIM","P","Urban","Widowed","Any Other",36,436,0.0825688073394495,4491,153578,0.0292424696245556
"SIKKIM","P","Urban","Widowed","In Speech",7,238,0.0294117647058824,4491,153578,0.0292424696245556
"SIKKIM","P","Urban","Widowed","Mental Retardation",4,100,0.04,4491,153578,0.0292424696245556
"SIKKIM","P","Urban","Widowed","In Hearing",54,640,0.084375,4491,153578,0.0292424696245556
"SIKKIM","P","Urban","Widowed","Multiple Disability",41,281,0.145907473309609,4491,153578,0.0292424696245556
"SIKKIM","P","Urban","Widowed","In Seeing",41,288,0.142361111111111,4491,153578,0.0292424696245556
"SIKKIM","P","Urban","Widowed","Mental Illness",3,70,0.0428571428571429,4491,153578,0.0292424696245556
"SIKKIM","P","Urban","Widowed","In Movement",32,275,0.116363636363636,4491,153578,0.0292424696245556
"SIKKIM","P","Urban","Widowed","Total disabled population",218,2328,0.0936426116838488,4491,153578,0.0292424696245556
"TAMIL NADU","F","Rural","Divorced","Any Other",123,50756,0.00242335881472141,21045,18550525,0.00113446924008889
"TAMIL NADU","F","Rural","Divorced","In Seeing",75,33817,0.00221781943992666,21045,18550525,0.00113446924008889
"TAMIL NADU","F","Rural","Divorced","Mental Retardation",81,24004,0.00337443759373438,21045,18550525,0.00113446924008889
"TAMIL NADU","F","Rural","Divorced","Multiple Disability",61,22719,0.00268497733174876,21045,18550525,0.00113446924008889
"TAMIL NADU","F","Rural","Divorced","In Hearing",128,53882,0.00237556141197431,21045,18550525,0.00113446924008889
"TAMIL NADU","F","Rural","Divorced","Total disabled population",828,274899,0.00301201532199099,21045,18550525,0.00113446924008889
"TAMIL NADU","F","Rural","Divorced","Mental Illness",116,8335,0.0139172165566887,21045,18550525,0.00113446924008889
"TAMIL NADU","F","Rural","Divorced","In Movement",178,60382,0.00294789838031201,21045,18550525,0.00113446924008889
"TAMIL NADU","F","Rural","Divorced","In Speech",66,21004,0.00314225861740621,21045,18550525,0.00113446924008889
"TAMIL NADU","F","Rural","Married","In Speech",6636,21004,0.315939820986479,9643687,18550525,0.519860596937283
"TAMIL NADU","F","Rural","Married","In Seeing",13225,33817,0.391075494573735,9643687,18550525,0.519860596937283
"TAMIL NADU","F","Rural","Married","Multiple Disability",4551,22719,0.20031691535719,9643687,18550525,0.519860596937283
"TAMIL NADU","F","Rural","Married","In Hearing",26089,53882,0.484187669351546,9643687,18550525,0.519860596937283
"TAMIL NADU","F","Rural","Married","Mental Retardation",3396,24004,0.141476420596567,9643687,18550525,0.519860596937283
"TAMIL NADU","F","Rural","Married","Total disabled population",103008,274899,0.374712167014067,9643687,18550525,0.519860596937283
"TAMIL NADU","F","Rural","Married","In Movement",24091,60382,0.398976516180319,9643687,18550525,0.519860596937283
"TAMIL NADU","F","Rural","Married","Any Other",21951,50756,0.432480888958941,9643687,18550525,0.519860596937283
"TAMIL NADU","F","Rural","Married","Mental Illness",3069,8335,0.368206358728254,9643687,18550525,0.519860596937283
"TAMIL NADU","F","Rural","NeverMarried","Multiple Disability",14604,22719,0.642809982833751,6615542,18550525,0.356622898812837
"TAMIL NADU","F","Rural","NeverMarried","In Seeing",10292,33817,0.30434396900967,6615542,18550525,0.356622898812837
"TAMIL NADU","F","Rural","NeverMarried","In Speech",11380,21004,0.541801561607313,6615542,18550525,0.356622898812837
"TAMIL NADU","F","Rural","NeverMarried","Any Other",21150,50756,0.416699503506975,6615542,18550525,0.356622898812837
"TAMIL NADU","F","Rural","NeverMarried","In Hearing",14910,53882,0.276715786347946,6615542,18550525,0.356622898812837
"TAMIL NADU","F","Rural","NeverMarried","In Movement",23427,60382,0.387979861548144,6615542,18550525,0.356622898812837
"TAMIL NADU","F","Rural","NeverMarried","Mental Illness",2681,8335,0.321655668866227,6615542,18550525,0.356622898812837
"TAMIL NADU","F","Rural","NeverMarried","Mental Retardation",18851,24004,0.785327445425762,6615542,18550525,0.356622898812837
"TAMIL NADU","F","Rural","NeverMarried","Total disabled population",117295,274899,0.426683982117068,6615542,18550525,0.356622898812837
"TAMIL NADU","F","Rural","Seperated","In Movement",1289,60382,0.0213474214169786,156729,18550525,0.00844876357946743
"TAMIL NADU","F","Rural","Seperated","Mental Retardation",516,24004,0.0214964172637894,156729,18550525,0.00844876357946743
"TAMIL NADU","F","Rural","Seperated","Multiple Disability",501,22719,0.0220520269378054,156729,18550525,0.00844876357946743
"TAMIL NADU","F","Rural","Seperated","Mental Illness",914,8335,0.109658068386323,156729,18550525,0.00844876357946743
"TAMIL NADU","F","Rural","Seperated","Any Other",768,50756,0.0151312160138703,156729,18550525,0.00844876357946743
"TAMIL NADU","F","Rural","Seperated","In Hearing",871,53882,0.016164953045544,156729,18550525,0.00844876357946743
"TAMIL NADU","F","Rural","Seperated","Total disabled population",6076,274899,0.0221026631599242,156729,18550525,0.00844876357946743
"TAMIL NADU","F","Rural","Seperated","In Speech",641,21004,0.0305179965720815,156729,18550525,0.00844876357946743
"TAMIL NADU","F","Rural","Seperated","In Seeing",576,33817,0.0170328532986368,156729,18550525,0.00844876357946743
"TAMIL NADU","F","Rural","Widowed","Mental Illness",1555,8335,0.186562687462508,2113522,18550525,0.113933271430323
"TAMIL NADU","F","Rural","Widowed","Multiple Disability",3002,22719,0.132136097539504,2113522,18550525,0.113933271430323
"TAMIL NADU","F","Rural","Widowed","Any Other",6764,50756,0.133265032705493,2113522,18550525,0.113933271430323
"TAMIL NADU","F","Rural","Widowed","Mental Retardation",1160,24004,0.0483252791201466,2113522,18550525,0.113933271430323
"TAMIL NADU","F","Rural","Widowed","In Hearing",11884,53882,0.22055602984299,2113522,18550525,0.113933271430323
"TAMIL NADU","F","Rural","Widowed","Total disabled population",47692,274899,0.173489172386949,2113522,18550525,0.113933271430323
"TAMIL NADU","F","Rural","Widowed","In Seeing",9649,33817,0.285329863678032,2113522,18550525,0.113933271430323
"TAMIL NADU","F","Rural","Widowed","In Speech",2281,21004,0.108598362216721,2113522,18550525,0.113933271430323
"TAMIL NADU","F","Rural","Widowed","In Movement",11397,60382,0.188748302474247,2113522,18550525,0.113933271430323
"TAMIL NADU","F","Total","Divorced","In Seeing",139,59661,0.00232983020733813,45185,36009055,0.00125482326598129
"TAMIL NADU","F","Total","Divorced","Multiple Disability",119,39700,0.00299748110831234,45185,36009055,0.00125482326598129
"TAMIL NADU","F","Total","Divorced","Mental Illness",247,15257,0.0161892901618929,45185,36009055,0.00125482326598129
"TAMIL NADU","F","Total","Divorced","Total disabled population",1671,522545,0.00319781071486666,45185,36009055,0.00125482326598129
"TAMIL NADU","F","Total","Divorced","Any Other",268,107242,0.00249902090598833,45185,36009055,0.00125482326598129
"TAMIL NADU","F","Total","Divorced","In Hearing",256,110362,0.00231963900617966,45185,36009055,0.00125482326598129
"TAMIL NADU","F","Total","Divorced","Mental Retardation",153,44993,0.00340052897117329,45185,36009055,0.00125482326598129
"TAMIL NADU","F","Total","Divorced","In Movement",373,109765,0.0033981688151961,45185,36009055,0.00125482326598129
"TAMIL NADU","F","Total","Divorced","In Speech",116,35565,0.00326163362856741,45185,36009055,0.00125482326598129
"TAMIL NADU","F","Total","Married","In Speech",12235,35565,0.34401799522002,19025159,36009055,0.528343745760615
"TAMIL NADU","F","Total","Married","In Movement",46804,109765,0.42640185851592,19025159,36009055,0.528343745760615
"TAMIL NADU","F","Total","Married","Multiple Disability",8976,39700,0.226095717884131,19025159,36009055,0.528343745760615
"TAMIL NADU","F","Total","Married","In Seeing",24733,59661,0.414558924590604,19025159,36009055,0.528343745760615
"TAMIL NADU","F","Total","Married","Mental Retardation",6825,44993,0.151690262929789,19025159,36009055,0.528343745760615
"TAMIL NADU","F","Total","Married","Total disabled population",210441,522545,0.402723210441206,19025159,36009055,0.528343745760615
"TAMIL NADU","F","Total","Married","In Hearing",55395,110362,0.501939073231728,19025159,36009055,0.528343745760615
"TAMIL NADU","F","Total","Married","Any Other",49899,107242,0.465293448462356,19025159,36009055,0.528343745760615
"TAMIL NADU","F","Total","Married","Mental Illness",5574,15257,0.365340499442879,19025159,36009055,0.528343745760615
"TAMIL NADU","F","Total","NeverMarried","Any Other",42673,107242,0.397913131049402,12785659,36009055,0.355067885008368
"TAMIL NADU","F","Total","NeverMarried","In Movement",41008,109765,0.37359814148408,12785659,36009055,0.355067885008368
"TAMIL NADU","F","Total","NeverMarried","Mental Illness",5174,15257,0.339123025496493,12785659,36009055,0.355067885008368
"TAMIL NADU","F","Total","NeverMarried","Multiple Disability",24907,39700,0.627380352644836,12785659,36009055,0.355067885008368
"TAMIL NADU","F","Total","NeverMarried","In Hearing",31958,110362,0.289574309998007,12785659,36009055,0.355067885008368
"TAMIL NADU","F","Total","NeverMarried","In Speech",18304,35565,0.514663292562913,12785659,36009055,0.355067885008368
"TAMIL NADU","F","Total","NeverMarried","Mental Retardation",35029,44993,0.778543328962283,12785659,36009055,0.355067885008368
"TAMIL NADU","F","Total","NeverMarried","In Seeing",18763,59661,0.314493555253851,12785659,36009055,0.355067885008368
"TAMIL NADU","F","Total","NeverMarried","Total disabled population",217816,522545,0.416836827450267,12785659,36009055,0.355067885008368
"TAMIL NADU","F","Total","Seperated","Any Other",1492,107242,0.0139124596706514,296654,36009055,0.00823831672339083
"TAMIL NADU","F","Total","Seperated","In Seeing",1025,59661,0.0171804026080689,296654,36009055,0.00823831672339083
"TAMIL NADU","F","Total","Seperated","Mental Illness",1520,15257,0.099626400996264,296654,36009055,0.00823831672339083
"TAMIL NADU","F","Total","Seperated","In Speech",1061,35565,0.0298327006888795,296654,36009055,0.00823831672339083
"TAMIL NADU","F","Total","Seperated","In Hearing",1627,110362,0.0147423932150559,296654,36009055,0.00823831672339083
"TAMIL NADU","F","Total","Seperated","Total disabled population",10835,522545,0.0207350563109397,296654,36009055,0.00823831672339083
"TAMIL NADU","F","Total","Seperated","In Movement",2381,109765,0.0216917961098711,296654,36009055,0.00823831672339083
"TAMIL NADU","F","Total","Seperated","Mental Retardation",870,44993,0.0193363412086325,296654,36009055,0.00823831672339083
"TAMIL NADU","F","Total","Seperated","Multiple Disability",859,39700,0.0216372795969773,296654,36009055,0.00823831672339083
"TAMIL NADU","F","Total","Widowed","Any Other",12910,107242,0.120381939911602,3856398,36009055,0.107095229241645
"TAMIL NADU","F","Total","Widowed","Multiple Disability",4839,39700,0.121889168765743,3856398,36009055,0.107095229241645
"TAMIL NADU","F","Total","Widowed","In Hearing",21126,110362,0.19142458454903,3856398,36009055,0.107095229241645
"TAMIL NADU","F","Total","Widowed","Mental Retardation",2116,44993,0.0470295379281222,3856398,36009055,0.107095229241645
"TAMIL NADU","F","Total","Widowed","In Speech",3849,35565,0.10822437789962,3856398,36009055,0.107095229241645
"TAMIL NADU","F","Total","Widowed","In Movement",19199,109765,0.174910035074933,3856398,36009055,0.107095229241645
"TAMIL NADU","F","Total","Widowed","In Seeing",15001,59661,0.251437287340138,3856398,36009055,0.107095229241645
"TAMIL NADU","F","Total","Widowed","Mental Illness",2742,15257,0.179720783902471,3856398,36009055,0.107095229241645
"TAMIL NADU","F","Total","Widowed","Total disabled population",81782,522545,0.15650709508272,3856398,36009055,0.107095229241645
"TAMIL NADU","F","Urban","Divorced","Multiple Disability",58,16981,0.00341558212119428,24140,17458530,0.00138270518766471
"TAMIL NADU","F","Urban","Divorced","Mental Illness",131,6922,0.0189251661369546,24140,17458530,0.00138270518766471
"TAMIL NADU","F","Urban","Divorced","In Hearing",128,56480,0.00226628895184136,24140,17458530,0.00138270518766471
"TAMIL NADU","F","Urban","Divorced","Total disabled population",843,247646,0.00340405255889455,24140,17458530,0.00138270518766471
"TAMIL NADU","F","Urban","Divorced","In Speech",50,14561,0.00343383009408694,24140,17458530,0.00138270518766471
"TAMIL NADU","F","Urban","Divorced","Any Other",145,56486,0.00256700775413377,24140,17458530,0.00138270518766471
"TAMIL NADU","F","Urban","Divorced","Mental Retardation",72,20989,0.00343036828815094,24140,17458530,0.00138270518766471
"TAMIL NADU","F","Urban","Divorced","In Seeing",64,25844,0.00247639684259403,24140,17458530,0.00138270518766471
"TAMIL NADU","F","Urban","Divorced","In Movement",195,49383,0.00394872729481805,24140,17458530,0.00138270518766471
"TAMIL NADU","F","Urban","Married","In Movement",22713,49383,0.459935605370269,9381472,17458530,0.537357498025321
"TAMIL NADU","F","Urban","Married","In Speech",5599,14561,0.384520293935856,9381472,17458530,0.537357498025321
"TAMIL NADU","F","Urban","Married","Multiple Disability",4425,16981,0.260585360108356,9381472,17458530,0.537357498025321
"TAMIL NADU","F","Urban","Married","Mental Illness",2505,6922,0.361889627275354,9381472,17458530,0.537357498025321
"TAMIL NADU","F","Urban","Married","Any Other",27948,56486,0.494777466982969,9381472,17458530,0.537357498025321
"TAMIL NADU","F","Urban","Married","In Hearing",29306,56480,0.518873937677054,9381472,17458530,0.537357498025321
"TAMIL NADU","F","Urban","Married","Mental Retardation",3429,20989,0.163371289723188,9381472,17458530,0.537357498025321
"TAMIL NADU","F","Urban","Married","Total disabled population",107433,247646,0.433816819169298,9381472,17458530,0.537357498025321
"TAMIL NADU","F","Urban","Married","In Seeing",11508,25844,0.445287107258938,9381472,17458530,0.537357498025321
"TAMIL NADU","F","Urban","NeverMarried","In Movement",17581,49383,0.356013202924083,6170117,17458530,0.353415608301501
"TAMIL NADU","F","Urban","NeverMarried","Multiple Disability",10303,16981,0.606736941287321,6170117,17458530,0.353415608301501
"TAMIL NADU","F","Urban","NeverMarried","In Hearing",17048,56480,0.301841359773371,6170117,17458530,0.353415608301501
"TAMIL NADU","F","Urban","NeverMarried","In Seeing",8471,25844,0.327774338337719,6170117,17458530,0.353415608301501
"TAMIL NADU","F","Urban","NeverMarried","Total disabled population",100521,247646,0.405906010999572,6170117,17458530,0.353415608301501
"TAMIL NADU","F","Urban","NeverMarried","Mental Illness",2493,6922,0.360156024270442,6170117,17458530,0.353415608301501
"TAMIL NADU","F","Urban","NeverMarried","Any Other",21523,56486,0.381032468222214,6170117,17458530,0.353415608301501
"TAMIL NADU","F","Urban","NeverMarried","In Speech",6924,14561,0.47551679142916,6170117,17458530,0.353415608301501
"TAMIL NADU","F","Urban","NeverMarried","Mental Retardation",16178,20989,0.770784696745915,6170117,17458530,0.353415608301501
"TAMIL NADU","F","Urban","Seperated","Mental Illness",606,6922,0.0875469517480497,139925,17458530,0.008014706851035
"TAMIL NADU","F","Urban","Seperated","In Speech",420,14561,0.0288441727903303,139925,17458530,0.008014706851035
"TAMIL NADU","F","Urban","Seperated","Total disabled population",4759,247646,0.0192169467707938,139925,17458530,0.008014706851035
"TAMIL NADU","F","Urban","Seperated","In Movement",1092,49383,0.0221128728509811,139925,17458530,0.008014706851035
"TAMIL NADU","F","Urban","Seperated","In Hearing",756,56480,0.013385269121813,139925,17458530,0.008014706851035
"TAMIL NADU","F","Urban","Seperated","In Seeing",449,25844,0.0173734715988237,139925,17458530,0.008014706851035
"TAMIL NADU","F","Urban","Seperated","Multiple Disability",358,16981,0.0210823861963371,139925,17458530,0.008014706851035
"TAMIL NADU","F","Urban","Seperated","Any Other",724,56486,0.0128173352689162,139925,17458530,0.008014706851035
"TAMIL NADU","F","Urban","Seperated","Mental Retardation",354,20989,0.0168659774167421,139925,17458530,0.008014706851035
"TAMIL NADU","F","Urban","Widowed","Multiple Disability",1837,16981,0.108179730286791,1742876,17458530,0.099829481634479
"TAMIL NADU","F","Urban","Widowed","In Seeing",5352,25844,0.207088685961925,1742876,17458530,0.099829481634479
"TAMIL NADU","F","Urban","Widowed","Mental Illness",1187,6922,0.1714822305692,1742876,17458530,0.099829481634479
"TAMIL NADU","F","Urban","Widowed","Any Other",6146,56486,0.108805721771766,1742876,17458530,0.099829481634479
"TAMIL NADU","F","Urban","Widowed","In Hearing",9242,56480,0.163633144475921,1742876,17458530,0.099829481634479
"TAMIL NADU","F","Urban","Widowed","In Movement",7802,49383,0.157989591559849,1742876,17458530,0.099829481634479
"TAMIL NADU","F","Urban","Widowed","Mental Retardation",956,20989,0.0455476678260041,1742876,17458530,0.099829481634479
"TAMIL NADU","F","Urban","Widowed","Total disabled population",34090,247646,0.137656170501442,1742876,17458530,0.099829481634479
"TAMIL NADU","F","Urban","Widowed","In Speech",1568,14561,0.107684911750567,1742876,17458530,0.099829481634479
"TAMIL NADU","M","Rural","Divorced","In Seeing",29,37833,0.000766526577326672,7481,18679065,0.000400501845247607
"TAMIL NADU","M","Rural","Divorced","In Speech",47,26156,0.00179691084263649,7481,18679065,0.000400501845247607
"TAMIL NADU","M","Rural","Divorced","Multiple Disability",34,30261,0.00112355837546677,7481,18679065,0.000400501845247607
"TAMIL NADU","M","Rural","Divorced","In Movement",122,98242,0.00124183139594064,7481,18679065,0.000400501845247607
"TAMIL NADU","M","Rural","Divorced","Total disabled population",499,346846,0.00143867883729378,7481,18679065,0.000400501845247607
"TAMIL NADU","M","Rural","Divorced","Mental Illness",106,9009,0.0117660117660118,7481,18679065,0.000400501845247607
"TAMIL NADU","M","Rural","Divorced","Any Other",60,63088,0.000951052498097895,7481,18679065,0.000400501845247607
"TAMIL NADU","M","Rural","Divorced","In Hearing",47,53739,0.000874597592065353,7481,18679065,0.000400501845247607
"TAMIL NADU","M","Rural","Divorced","Mental Retardation",54,28518,0.00189354092152325,7481,18679065,0.000400501845247607
"TAMIL NADU","M","Rural","Married","Any Other",32903,63088,0.521541339081917,9291468,18679065,0.497426825164964
"TAMIL NADU","M","Rural","Married","In Seeing",21720,37833,0.574101974466735,9291468,18679065,0.497426825164964
"TAMIL NADU","M","Rural","Married","Mental Illness",3302,9009,0.366522366522367,9291468,18679065,0.497426825164964
"TAMIL NADU","M","Rural","Married","In Speech",10000,26156,0.382321455880104,9291468,18679065,0.497426825164964
"TAMIL NADU","M","Rural","Married","Multiple Disability",9297,30261,0.307227124021017,9291468,18679065,0.497426825164964
"TAMIL NADU","M","Rural","Married","In Movement",57810,98242,0.588444860650231,9291468,18679065,0.497426825164964
"TAMIL NADU","M","Rural","Married","In Hearing",31218,53739,0.580918885725451,9291468,18679065,0.497426825164964
"TAMIL NADU","M","Rural","Married","Total disabled population",170390,346846,0.491255485143262,9291468,18679065,0.497426825164964
"TAMIL NADU","M","Rural","Married","Mental Retardation",4140,28518,0.145171470650116,9291468,18679065,0.497426825164964
"TAMIL NADU","M","Rural","NeverMarried","Any Other",27722,63088,0.439417955871164,8889195,18679065,0.475890790036867
"TAMIL NADU","M","Rural","NeverMarried","Mental Illness",4582,9009,0.508602508602509,8889195,18679065,0.475890790036867
"TAMIL NADU","M","Rural","NeverMarried","Multiple Disability",19626,30261,0.648557549320908,8889195,18679065,0.475890790036867
"TAMIL NADU","M","Rural","NeverMarried","In Movement",35286,98242,0.359174283911158,8889195,18679065,0.475890790036867
"TAMIL NADU","M","Rural","NeverMarried","In Hearing",19220,53739,0.357654589776512,8889195,18679065,0.475890790036867
"TAMIL NADU","M","Rural","NeverMarried","Total disabled population",158513,346846,0.457012622316532,8889195,18679065,0.475890790036867
"TAMIL NADU","M","Rural","NeverMarried","In Speech",15033,26156,0.57474384462456,8889195,18679065,0.475890790036867
"TAMIL NADU","M","Rural","NeverMarried","Mental Retardation",23694,28518,0.830843677677256,8889195,18679065,0.475890790036867
"TAMIL NADU","M","Rural","NeverMarried","In Seeing",13350,37833,0.352866545079692,8889195,18679065,0.475890790036867
"TAMIL NADU","M","Rural","Seperated","In Seeing",244,37833,0.00644939602992097,52465,18679065,0.00280875943201654
"TAMIL NADU","M","Rural","Seperated","Total disabled population",3316,346846,0.00956043892678595,52465,18679065,0.00280875943201654
"TAMIL NADU","M","Rural","Seperated","In Speech",342,26156,0.0130753937910996,52465,18679065,0.00280875943201654
"TAMIL NADU","M","Rural","Seperated","In Movement",811,98242,0.00825512509924472,52465,18679065,0.00280875943201654
"TAMIL NADU","M","Rural","Seperated","Any Other",367,63088,0.00581727111336546,52465,18679065,0.00280875943201654
"TAMIL NADU","M","Rural","Seperated","Multiple Disability",314,30261,0.0103763920557814,52465,18679065,0.00280875943201654
"TAMIL NADU","M","Rural","Seperated","Mental Illness",592,9009,0.0657120657120657,52465,18679065,0.00280875943201654
"TAMIL NADU","M","Rural","Seperated","Mental Retardation",313,28518,0.0109755242303107,52465,18679065,0.00280875943201654
"TAMIL NADU","M","Rural","Seperated","In Hearing",333,53739,0.00619661698208005,52465,18679065,0.00280875943201654
"TAMIL NADU","M","Rural","Widowed","Any Other",2036,63088,0.0322723814354552,438456,18679065,0.0234731235209043
"TAMIL NADU","M","Rural","Widowed","In Speech",734,26156,0.0280623948615996,438456,18679065,0.0234731235209043
"TAMIL NADU","M","Rural","Widowed","In Movement",4213,98242,0.0428838989434254,438456,18679065,0.0234731235209043
"TAMIL NADU","M","Rural","Widowed","Mental Illness",427,9009,0.0473970473970474,438456,18679065,0.0234731235209043
"TAMIL NADU","M","Rural","Widowed","Mental Retardation",317,28518,0.0111157865207939,438456,18679065,0.0234731235209043
"TAMIL NADU","M","Rural","Widowed","In Hearing",2921,53739,0.0543553099238914,438456,18679065,0.0234731235209043
